"IMG_name","Contig_number","Source","Viruse_type","Bacteria_Host"
"IMGVR_UViG_2037747006_000006|2037747006|CBMLargeContigs4fn_contig00060|33079-77547","NODE_25150_length_1484_cov_4.202939||full","Environmental;Aquatic;Freshwater;Groundwater","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;;"
"IMGVR_UViG_2788499991_000002|2788499991|2788524277|3-17912","NODE_577_length_12321_cov_390.176912||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis"
"IMGVR_UViG_2788499991_000002|2788499991|2788524277|3-17912","NODE_49_length_33714_cov_10.398110||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis"
"IMGVR_UViG_2788499991_000002|2788499991|2788524277|3-17912","NODE_498_length_9309_cov_5.939161||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis"
"IMGVR_UViG_2788499991_000002|2788499991|2788524277|3-17912","NODE_909_length_8952_cov_19.731483||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis"
"IMGVR_UViG_2788499996_000002|2788499996|2788524703","NODE_1032_length_5535_cov_5.374270||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500068_000003|2788500068|2788533185|852687-892014","NODE_40060_length_1279_cov_5.884804||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora"
"IMGVR_UViG_2788500073_000001|2788500073|2788533301|17783-98094","NODE_29014_length_1442_cov_2.817592||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis"
"IMGVR_UViG_2788500073_000001|2788500073|2788533301|17783-98094","NODE_10998_length_2039_cov_2.215726||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis"
"IMGVR_UViG_2788500073_000001|2788500073|2788533301|17783-98094","NODE_11284_length_2749_cov_5.722346||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis"
"IMGVR_UViG_2788500073_000001|2788500073|2788533301|17783-98094","NODE_10811_length_2690_cov_5.578748||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis"
"IMGVR_UViG_2788500104_000001|2788500104|2788535366|101-37094","NODE_15086_length_2456_cov_5.446481||full",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter ruminis"
"IMGVR_UViG_2788500105_000002|2788500105|2788535405|221-69417","NODE_3619_length_3917_cov_4.499482||full","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans"
"IMGVR_UViG_2788500105_000002|2788500105|2788535405|221-69417","NODE_20181_length_1060_cov_3.159204||full","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans"
"IMGVR_UViG_2788500105_000002|2788500105|2788535405|221-69417","NODE_7147_length_2634_cov_9.188833||full","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans"
"IMGVR_UViG_2788500106_000004|2788500106|2788535463|78354-126728","NODE_25547_length_1490_cov_2.320557||full","Host-associated;Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi"
"IMGVR_UViG_2788500229_000003|2788500229|2788549755|4013-55265","NODE_889_length_10319_cov_4.554462||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas avistercoris"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_2526_length_3230_cov_3.988661||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_2832_length_3025_cov_6.355892||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_6122_length_2499_cov_3.456628||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_4120_length_2378_cov_4.851055||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_5096_length_2996_cov_4.849371||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_1762_length_4022_cov_4.283338||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_6126_length_1782_cov_4.470180||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_4613_length_2133_cov_2.925890||lt2gene","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_10727_length_1191_cov_5.946303||lt2gene","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_2963_length_2949_cov_3.024534||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_9140_length_1941_cov_3.208908||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_10021_length_1250_cov_5.141423||lt2gene","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_6770_length_2346_cov_4.040157||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_21675_length_1075_cov_3.943137||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_14328_length_1405_cov_2.605926||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_2048_length_3760_cov_2.895547||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_1580_length_4295_cov_4.461321||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_11741_length_1622_cov_4.216975||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_1119_length_5566_cov_4.004173||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_7424_length_1555_cov_4.795333||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_2733_length_3060_cov_3.148419||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_5451_length_1933_cov_3.522364||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_9085_length_1956_cov_2.969490||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_14679_length_1380_cov_5.347170||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_21394_length_1085_cov_1.949515||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_21450_length_1083_cov_2.412451||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_19664_length_1121_cov_2.491557||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_12789_length_1050_cov_3.603015||lt2gene","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_1420_length_7228_cov_3.945490||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_5760_length_2753_cov_3.372128||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_22179_length_1058_cov_2.297109||lt2gene","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000002|2788500240|2788550249","NODE_4824_length_2877_cov_4.425230||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_2610_length_4870_cov_2.822638||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_2683_length_3123_cov_3.847784||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_17906_length_1226_cov_3.361230||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_16746_length_1283_cov_3.517915||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_8483_length_1408_cov_4.158906||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_6905_length_1640_cov_4.278864||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500240_000004|2788500240|2788550409|7993-23036","NODE_3702_length_2557_cov_4.134293||full","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__Ileibacterium valens"
"IMGVR_UViG_2788500242_000001|2788500242|2788550467","NODE_9351_length_2102_cov_4.164143||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__Limousia pullorum"
"IMGVR_UViG_2788500298_000001|2788500298|2788556621|145176-161974","NODE_13882_length_1645_cov_3.276101||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium"
"IMGVR_UViG_2788500298_000001|2788500298|2788556621|145176-161974","NODE_28432_length_1409_cov_3.233383||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium"
"IMGVR_UViG_2788500298_000001|2788500298|2788556621|145176-161974","NODE_19073_length_1152_cov_3.198724||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium"
"IMGVR_UViG_2788500355_000002|2788500355|2788560522|8948-40247","NODE_4870_length_4054_cov_3.374844||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp002159185"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_3518_length_2540_cov_3.112274||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_31064_length_1256_cov_3.676936||lt2gene","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_9657_length_3115_cov_4.535621||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_7816_length_1918_cov_3.658615||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_13747_length_2369_cov_3.252377||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500390_000003|2788500390|2788563473|96623-128613","NODE_3598_length_3643_cov_4.682274||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500391_000003|2788500391|2788563526","NODE_7965_length_2397_cov_3.817677||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500391_000003|2788500391|2788563526","NODE_6459_length_2108_cov_3.830979||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500391_000003|2788500391|2788563526","NODE_10606_length_2838_cov_5.828602||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
"IMGVR_UViG_2788500391_000004|2788500391|2788563509|129846-142354","NODE_2745_length_3172_cov_3.670196||full","Host-associated;Birds;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avicola"
