SRR14826639.NODE_14302_length_2028_cov_3.341105||full	SRR14826639.NODE_14302_length_2028_cov_3.341105||full
SRR14826642.NODE_211_length_39355_cov_7.361578||full	SRR14826649.NODE_19627_length_2915_cov_3.175874||full
SRR14826642.NODE_211_length_39355_cov_7.361578||full	SRR8735344.NODE_22978_length_1948_cov_2.846804||full
SRR14826642.NODE_211_length_39355_cov_7.361578||full	SRR8735345.NODE_9060_length_5071_cov_3.504386||full
SRR14826642.NODE_995_length_14172_cov_6.455267||full	SRR14826642.NODE_995_length_14172_cov_6.455267||full
SRR14826642.NODE_995_length_14172_cov_6.455267||full	SRR14826649.NODE_8445_length_5826_cov_7.014902||full
SRR14826642.NODE_1325_length_11395_cov_4.924074||full	SRR14826642.NODE_1325_length_11395_cov_4.924074||full
SRR14826642.NODE_1653_length_9760_cov_6.587326||full	SRR14826642.NODE_1653_length_9760_cov_6.587326||full
SRR14826642.NODE_1653_length_9760_cov_6.587326||full	SRR14826646.NODE_29699_length_1983_cov_2.120851||full
SRR14826642.NODE_3203_length_6084_cov_4.118759||full	SRR14826642.NODE_3203_length_6084_cov_4.118759||full
SRR14826642.NODE_3511_length_5692_cov_3.676246||full	SRR14826642.NODE_3511_length_5692_cov_3.676246||full
SRR14826642.NODE_3511_length_5692_cov_3.676246||full	SRR14826649.NODE_37979_length_1829_cov_3.145998||full
SRR14826642.NODE_3511_length_5692_cov_3.676246||full	SRR14826641.NODE_6291_length_3371_cov_3.901689||full
SRR14826642.NODE_4061_length_5123_cov_3.678177||full	SRR14826642.NODE_4061_length_5123_cov_3.678177||full
SRR14826642.NODE_4774_length_4561_cov_3.293830||full	SRR14826642.NODE_4774_length_4561_cov_3.293830||full
SRR14826642.NODE_5265_length_4245_cov_3.250835||full	SRR14826642.NODE_5265_length_4245_cov_3.250835||full
SRR14826642.NODE_5542_length_4091_cov_5.185332||full	SRR14826642.NODE_5542_length_4091_cov_5.185332||full
SRR14826642.NODE_6029_length_3849_cov_3.821297||full	SRR14826642.NODE_6029_length_3849_cov_3.821297||full
SRR14826642.NODE_6270_length_3741_cov_6.465274||full	SRR14826642.NODE_6270_length_3741_cov_6.465274||full
SRR14826642.NODE_6524_length_3630_cov_3.478042||full	SRR14826642.NODE_6524_length_3630_cov_3.478042||full
SRR14826642.NODE_6524_length_3630_cov_3.478042||full	SRR8735345.NODE_39597_length_1505_cov_5.530345||lt2gene
SRR14826642.NODE_6798_length_3522_cov_3.510816||full	SRR14826642.NODE_6798_length_3522_cov_3.510816||full
SRR14826642.NODE_6798_length_3522_cov_3.510816||full	SRR8735345.NODE_35968_length_1625_cov_5.392994||full
SRR14826642.NODE_7287_length_3352_cov_3.676979||full	SRR14826642.NODE_7287_length_3352_cov_3.676979||full
SRR14826642.NODE_7780_length_3214_cov_5.280785||full	SRR14826642.NODE_7780_length_3214_cov_5.280785||full
SRR14826642.NODE_7780_length_3214_cov_5.280785||full	SRR14826648.NODE_30939_length_1539_cov_15.422507||full
SRR14826642.NODE_8337_length_3064_cov_3.689930||full	SRR14826642.NODE_8337_length_3064_cov_3.689930||full
SRR14826642.NODE_9353_length_2836_cov_4.364617||full	SRR14826642.NODE_9353_length_2836_cov_4.364617||full
SRR14826642.NODE_9601_length_2785_cov_2.693407||full	SRR14826642.NODE_9601_length_2785_cov_2.693407||full
SRR14826642.NODE_9850_length_2735_cov_6.101493||full	SRR14826642.NODE_9850_length_2735_cov_6.101493||full
SRR14826642.NODE_10111_length_2685_cov_2.406084||full	SRR14826642.NODE_10111_length_2685_cov_2.406084||full
SRR14826642.NODE_10111_length_2685_cov_2.406084||full	SRR14826649.NODE_36044_length_1892_cov_4.210125||full
SRR14826642.NODE_10111_length_2685_cov_2.406084||full	SRR14826648.NODE_20277_length_2072_cov_3.061973||full
SRR14826642.NODE_10709_length_2591_cov_2.243691||full	SRR14826642.NODE_10709_length_2591_cov_2.243691||full
SRR14826642.NODE_10949_length_2556_cov_1.686525||full	SRR14826642.NODE_10949_length_2556_cov_1.686525||full
SRR14826642.NODE_11481_length_2476_cov_3.906237||full	SRR14826642.NODE_11481_length_2476_cov_3.906237||full
SRR14826642.NODE_12787_length_2308_cov_10.836662||full	SRR14826642.NODE_12787_length_2308_cov_10.836662||full
SRR14826642.NODE_12787_length_2308_cov_10.836662||full	SRR14826638.NODE_26106_length_1568_cov_3.080635||full
SRR14826642.NODE_12787_length_2308_cov_10.836662||full	SRR14826648.NODE_17474_length_2308_cov_6.697736||full
SRR14826642.NODE_12787_length_2308_cov_10.836662||full	SRR14826643.NODE_11104_length_2308_cov_12.661340||full
SRR14826642.NODE_13689_length_2208_cov_2.435207||full	SRR14826642.NODE_13689_length_2208_cov_2.435207||full
SRR14826642.NODE_14762_length_2102_cov_2.459697||full	SRR14826642.NODE_14762_length_2102_cov_2.459697||full
SRR14826642.NODE_15020_length_2076_cov_6.224146||full	SRR14826642.NODE_15020_length_2076_cov_6.224146||full
SRR14826642.NODE_15286_length_2052_cov_3.720080||full	SRR14826642.NODE_15286_length_2052_cov_3.720080||full
SRR14826642.NODE_16170_length_1977_cov_3.146202||full	SRR14826642.NODE_16170_length_1977_cov_3.146202||full
SRR14826642.NODE_16611_length_1945_cov_2.696296||full	SRR14826642.NODE_16611_length_1945_cov_2.696296||full
SRR14826642.NODE_16907_length_1923_cov_2.473233||full	SRR14826642.NODE_16907_length_1923_cov_2.473233||full
SRR14826642.NODE_17097_length_1909_cov_4.682848||full	SRR14826642.NODE_17097_length_1909_cov_4.682848||full
SRR14826642.NODE_17097_length_1909_cov_4.682848||full	SRR13827513.NODE_17845_length_1525_cov_3.999320||full
SRR14826642.NODE_17097_length_1909_cov_4.682848||full	SRR14826648.NODE_25865_length_1744_cov_5.013025||full
SRR14826642.NODE_17642_length_1870_cov_2.514601||full	SRR14826642.NODE_17642_length_1870_cov_2.514601||full
SRR14826642.NODE_17991_length_1846_cov_3.466220||full	SRR14826642.NODE_17991_length_1846_cov_3.466220||full
SRR8735348.NODE_25260_length_2725_cov_4.684270||full	SRR8735348.NODE_25260_length_2725_cov_4.684270||full
SRR8735348.NODE_25660_length_2694_cov_3.864343||full	SRR8735348.NODE_25660_length_2694_cov_3.864343||full
SRR8735348.NODE_25935_length_2673_cov_15.600458||full	SRR8735348.NODE_25935_length_2673_cov_15.600458||full
SRR8735348.NODE_26217_length_2653_cov_5.063895||full	SRR8735348.NODE_26217_length_2653_cov_5.063895||full
SRR8735348.NODE_26458_length_2634_cov_204.088406||full	SRR8735348.NODE_26458_length_2634_cov_204.088406||full
SRR8735348.NODE_26737_length_2614_cov_9.531458||full	SRR8735348.NODE_26737_length_2614_cov_9.531458||full
SRR8735348.NODE_27550_length_2554_cov_3.323729||full	SRR8735348.NODE_27550_length_2554_cov_3.323729||full
SRR8735348.NODE_27864_length_2532_cov_14.191764||full	SRR8735348.NODE_27864_length_2532_cov_14.191764||full
SRR8735348.NODE_27864_length_2532_cov_14.191764||full	SRR14826646.NODE_36608_length_1695_cov_4.012195||full
SRR8735348.NODE_28122_length_2513_cov_3.241253||full	SRR8735348.NODE_28122_length_2513_cov_3.241253||full
SRR8735348.NODE_28399_length_2496_cov_6.201966||full	SRR8735348.NODE_28399_length_2496_cov_6.201966||full
SRR8735348.NODE_28659_length_2478_cov_9.896409||full	SRR8735348.NODE_28659_length_2478_cov_9.896409||full
SRR8735348.NODE_28874_length_2465_cov_3.642324||full	SRR8735348.NODE_28874_length_2465_cov_3.642324||full
SRR8735348.NODE_29140_length_2449_cov_5.367168||full	SRR8735348.NODE_29140_length_2449_cov_5.367168||full
SRR8735348.NODE_29402_length_2432_cov_3.575936||full	SRR8735348.NODE_29402_length_2432_cov_3.575936||full
SRR8735348.NODE_29768_length_2407_cov_14.151786||full	SRR8735348.NODE_29768_length_2407_cov_14.151786||full
SRR8735348.NODE_30017_length_2392_cov_3.937099||full	SRR8735348.NODE_30017_length_2392_cov_3.937099||full
SRR8735348.NODE_30265_length_2378_cov_3.628928||full	SRR8735348.NODE_30265_length_2378_cov_3.628928||full
SRR8735348.NODE_30539_length_2363_cov_4.123050||full	SRR8735348.NODE_30539_length_2363_cov_4.123050||full
SRR8735348.NODE_30704_length_2353_cov_3.634030||full	SRR8735348.NODE_30704_length_2353_cov_3.634030||full
SRR8735348.NODE_30933_length_2340_cov_6.008753||full	SRR8735348.NODE_30933_length_2340_cov_6.008753||full
SRR8735348.NODE_31122_length_2330_cov_4.894066||full	SRR8735348.NODE_31122_length_2330_cov_4.894066||full
SRR8735348.NODE_31916_length_2289_cov_4.953894||full	SRR8735348.NODE_31916_length_2289_cov_4.953894||full
SRR8735348.NODE_32649_length_2252_cov_4.461083||full	SRR8735348.NODE_32649_length_2252_cov_4.461083||full
SRR8735348.NODE_33612_length_2202_cov_2.686539||full	SRR8735348.NODE_33612_length_2202_cov_2.686539||full
SRR8735348.NODE_33867_length_2190_cov_2.397190||full	SRR8735348.NODE_33867_length_2190_cov_2.397190||full
SRR8735348.NODE_34062_length_2181_cov_3.411571||full	SRR8735348.NODE_34062_length_2181_cov_3.411571||full
SRR8735348.NODE_34328_length_2169_cov_2.991012||full	SRR8735348.NODE_34328_length_2169_cov_2.991012||full
SRR8735348.NODE_35016_length_2137_cov_3.358790||full	SRR8735348.NODE_35016_length_2137_cov_3.358790||full
SRR8735348.NODE_35016_length_2137_cov_3.358790||full	SRR8735345.NODE_37617_length_1568_cov_2.097158||full
SRR8735348.NODE_35305_length_2124_cov_4.640889||full	SRR8735348.NODE_35305_length_2124_cov_4.640889||full
SRR8735348.NODE_35768_length_2104_cov_4.298194||full	SRR8735348.NODE_35768_length_2104_cov_4.298194||full
SRR8735348.NODE_36042_length_2092_cov_3.693176||full	SRR8735348.NODE_36042_length_2092_cov_3.693176||full
SRR8735348.NODE_36845_length_2057_cov_4.100899||full	SRR8735348.NODE_36845_length_2057_cov_4.100899||full
SRR8735348.NODE_37168_length_2044_cov_63.897436||full	SRR8735348.NODE_37168_length_2044_cov_63.897436||full
SRR8735348.NODE_37372_length_2036_cov_13.522968||full	SRR8735348.NODE_37372_length_2036_cov_13.522968||full
SRR8735348.NODE_37641_length_2026_cov_3.230340||full	SRR8735348.NODE_37641_length_2026_cov_3.230340||full
SRR8735348.NODE_38132_length_2007_cov_17.176742||full	SRR8735348.NODE_38132_length_2007_cov_17.176742||full
SRR8735348.NODE_38132_length_2007_cov_17.176742||full	SRR14826649.NODE_34350_length_1957_cov_4.287066||full
SRR8735348.NODE_38437_length_1995_cov_2.669072||full	SRR8735348.NODE_38437_length_1995_cov_2.669072||full
SRR8735348.NODE_38779_length_1982_cov_3.217955||full	SRR8735348.NODE_38779_length_1982_cov_3.217955||full
SRR8735348.NODE_38998_length_1974_cov_99.866597||full	SRR8735348.NODE_38998_length_1974_cov_99.866597||full
SRR8735348.NODE_38998_length_1974_cov_99.866597||full	SRR14826646.NODE_25970_length_2197_cov_6.746499||full
SRR8735348.NODE_39978_length_1939_cov_2.740446||full	SRR8735348.NODE_39978_length_1939_cov_2.740446||full
SRR8735348.NODE_40710_length_1911_cov_6.420259||full	SRR8735348.NODE_40710_length_1911_cov_6.420259||full
SRR8735348.NODE_40939_length_1902_cov_17.523552||full	SRR8735348.NODE_40939_length_1902_cov_17.523552||full
SRR8735348.NODE_42027_length_1864_cov_31.139303||full	SRR8735348.NODE_42027_length_1864_cov_31.139303||full
SRR8735348.NODE_42027_length_1864_cov_31.139303||full	SRR8735348.NODE_42417_length_1852_cov_16.838620||full
SRR8735348.NODE_43244_length_1825_cov_1.848023||full	SRR8735348.NODE_43244_length_1825_cov_1.848023||full
SRR8735348.NODE_43875_length_1806_cov_2.311251||full	SRR8735348.NODE_43875_length_1806_cov_2.311251||full
SRR8735348.NODE_44117_length_1798_cov_8.222031||full	SRR8735348.NODE_44117_length_1798_cov_8.222031||full
SRR8735348.NODE_44702_length_1779_cov_4.517981||full	SRR8735348.NODE_44702_length_1779_cov_4.517981||full
SRR8735348.NODE_44934_length_1773_cov_2.344587||full	SRR8735348.NODE_44934_length_1773_cov_2.344587||full
SRR8735348.NODE_45229_length_1764_cov_2.836161||full	SRR8735348.NODE_45229_length_1764_cov_2.836161||full
SRR8735348.NODE_45555_length_1755_cov_2.851176||full	SRR8735348.NODE_45555_length_1755_cov_2.851176||full
SRR8735348.NODE_46421_length_1729_cov_2.258065||full	SRR8735348.NODE_46421_length_1729_cov_2.258065||full
SRR8735348.NODE_46421_length_1729_cov_2.258065||full	SRR13827526.NODE_16390_length_1726_cov_5.211849||full
SRR8735348.NODE_46657_length_1722_cov_2.157768||full	SRR8735348.NODE_46657_length_1722_cov_2.157768||full
SRR8735348.NODE_46992_length_1712_cov_19.658419||full	SRR8735348.NODE_46992_length_1712_cov_19.658419||full
SRR8735348.NODE_47399_length_1702_cov_1.828172||full	SRR8735348.NODE_47399_length_1702_cov_1.828172||full
SRR8735348.NODE_47682_length_1693_cov_11.305250||full	SRR8735348.NODE_47682_length_1693_cov_11.305250||full
SRR8735348.NODE_47934_length_1687_cov_3.454657||full	SRR8735348.NODE_47934_length_1687_cov_3.454657||full
SRR8735348.NODE_48449_length_1673_cov_4.146477||full	SRR8735348.NODE_48449_length_1673_cov_4.146477||full
SRR8735348.NODE_48777_length_1665_cov_2.960248||full	SRR8735348.NODE_48777_length_1665_cov_2.960248||full
SRR8735348.NODE_49072_length_1658_cov_2.198378||full	SRR8735348.NODE_49072_length_1658_cov_2.198378||full
SRR8735348.NODE_49879_length_1637_cov_3.225032||full	SRR8735348.NODE_49879_length_1637_cov_3.225032||full
SRR8735348.NODE_50276_length_1627_cov_2.458015||full	SRR8735348.NODE_50276_length_1627_cov_2.458015||full
SRR8735348.NODE_51197_length_1605_cov_2.187742||full	SRR8735348.NODE_51197_length_1605_cov_2.187742||full
SRR8735348.NODE_51535_length_1596_cov_7.293316||full	SRR8735348.NODE_51535_length_1596_cov_7.293316||full
SRR8735348.NODE_52671_length_1570_cov_2.398020||full	SRR8735348.NODE_52671_length_1570_cov_2.398020||full
mgm4539918.3_d.NODE_5024_length_1837_cov_2.700337||full	mgm4539918.3_d.NODE_5024_length_1837_cov_2.700337||full
mgm4539918.3_d.NODE_5024_length_1837_cov_2.700337||full	mgm4539918.3_d.NODE_5024_length_1837_cov_2.700337||full
mgm4539918.3_d.NODE_5213_length_1790_cov_2.356196||full	mgm4539918.3_d.NODE_5213_length_1790_cov_2.356196||full
mgm4539918.3_d.NODE_5213_length_1790_cov_2.356196||full	mgm4539918.3_d.NODE_5213_length_1790_cov_2.356196||full
mgm4539918.3_d.NODE_6084_length_1617_cov_2.099872||full	mgm4539918.3_d.NODE_6084_length_1617_cov_2.099872||full
mgm4539918.3_d.NODE_6084_length_1617_cov_2.099872||full	mgm4539918.3_d.NODE_6084_length_1617_cov_2.099872||full
mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full	mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full
mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full	mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full
mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full	SRR8735345.NODE_13439_length_3638_cov_4.986045||full
mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full	SRR13827508.NODE_17063_length_1759_cov_2.838615||full
mgm4539994.3_d.NODE_648_length_5316_cov_5.065577||full	SRR8735348.NODE_14590_length_4171_cov_4.901846||full
mgm4539994.3_d.NODE_813_length_4543_cov_2.614750||full	mgm4539994.3_d.NODE_813_length_4543_cov_2.614750||full
mgm4539994.3_d.NODE_813_length_4543_cov_2.614750||full	mgm4539994.3_d.NODE_813_length_4543_cov_2.614750||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4541194.3_d.NODE_6092_length_1994_cov_2.181537||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539802.3_d.NODE_2011_length_2177_cov_14.585297||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539917.3_d.NODE_1180_length_2260_cov_8.788209||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4541194.3_d.NODE_6092_length_1994_cov_2.181537||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	SRR13827515.NODE_14918_length_1686_cov_51.900061||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539802.3_d.NODE_2011_length_2177_cov_14.585297||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539917.3_d.NODE_1180_length_2260_cov_8.788209||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539686.3_d.NODE_8138_length_1667_cov_2.482630||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4539686.3_d.NODE_8138_length_1667_cov_2.482630||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4540251.3_d.NODE_2344_length_1792_cov_5.092689||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4540251.3_d.NODE_2344_length_1792_cov_5.092689||full
mgm4539994.3_d.NODE_1497_length_3111_cov_4.593259||full	mgm4537490.3_d.NODE_6007_length_1613_cov_5.291399||full
mgm4539994.3_d.NODE_1645_length_2954_cov_2.095550||full	mgm4539994.3_d.NODE_1645_length_2954_cov_2.095550||full
mgm4539994.3_d.NODE_1645_length_2954_cov_2.095550||full	mgm4539994.3_d.NODE_1645_length_2954_cov_2.095550||full
mgm4539994.3_d.NODE_1970_length_2659_cov_2.738863||full	mgm4539994.3_d.NODE_1970_length_2659_cov_2.738863||full
mgm4539994.3_d.NODE_1970_length_2659_cov_2.738863||full	mgm4539994.3_d.NODE_1970_length_2659_cov_2.738863||full
mgm4539994.3_d.NODE_2289_length_2430_cov_2.311579||full	mgm4539994.3_d.NODE_2289_length_2430_cov_2.311579||full
mgm4539994.3_d.NODE_2289_length_2430_cov_2.311579||full	mgm4539994.3_d.NODE_2289_length_2430_cov_2.311579||full
mgm4539994.3_d.NODE_2770_length_2185_cov_2.472770||full	mgm4539994.3_d.NODE_2770_length_2185_cov_2.472770||full
mgm4539994.3_d.NODE_2770_length_2185_cov_2.472770||full	mgm4539994.3_d.NODE_2770_length_2185_cov_2.472770||full
mgm4539994.3_d.NODE_3074_length_2061_cov_2.636092||full	mgm4539994.3_d.NODE_3074_length_2061_cov_2.636092||full
mgm4539994.3_d.NODE_3074_length_2061_cov_2.636092||full	mgm4539994.3_d.NODE_3074_length_2061_cov_2.636092||full
mgm4539994.3_d.NODE_3328_length_1970_cov_2.130548||full	mgm4539994.3_d.NODE_3328_length_1970_cov_2.130548||full
mgm4539994.3_d.NODE_3328_length_1970_cov_2.130548||full	mgm4539994.3_d.NODE_3328_length_1970_cov_2.130548||full
mgm4539994.3_d.NODE_3835_length_1829_cov_2.033822||full	mgm4539994.3_d.NODE_3835_length_1829_cov_2.033822||full
mgm4539994.3_d.NODE_3835_length_1829_cov_2.033822||full	mgm4539994.3_d.NODE_3835_length_1829_cov_2.033822||full
mgm4539994.3_d.NODE_4118_length_1757_cov_2.254407||full	mgm4539994.3_d.NODE_4118_length_1757_cov_2.254407||full
mgm4539994.3_d.NODE_4118_length_1757_cov_2.254407||full	mgm4539994.3_d.NODE_4118_length_1757_cov_2.254407||full
mgm4539994.3_d.NODE_4459_length_1677_cov_4.844020||full	mgm4539994.3_d.NODE_4459_length_1677_cov_4.844020||full
mgm4539994.3_d.NODE_4459_length_1677_cov_4.844020||full	mgm4539994.3_d.NODE_4459_length_1677_cov_4.844020||full
mgm4539994.3_d.NODE_4748_length_1616_cov_4.721332||full	mgm4539994.3_d.NODE_4748_length_1616_cov_4.721332||full
mgm4539994.3_d.NODE_4748_length_1616_cov_4.721332||full	mgm4539994.3_d.NODE_4748_length_1616_cov_4.721332||full
mgm4539994.3_d.NODE_5316_length_1519_cov_1.284836||full	mgm4539994.3_d.NODE_5316_length_1519_cov_1.284836||full
mgm4539994.3_d.NODE_5316_length_1519_cov_1.284836||full	mgm4539994.3_d.NODE_5316_length_1519_cov_1.284836||full
mgm4539994.3_d.NODE_355_length_8722_cov_3.161417||full	mgm4539994.3_d.NODE_355_length_8722_cov_3.161417||full
mgm4539994.3_d.NODE_355_length_8722_cov_3.161417||full	mgm4539994.3_d.NODE_355_length_8722_cov_3.161417||full
mgm4539994.3_d.NODE_550_length_5895_cov_3.045719||full	mgm4539994.3_d.NODE_550_length_5895_cov_3.045719||full
mgm4539994.3_d.NODE_550_length_5895_cov_3.045719||full	mgm4539994.3_d.NODE_550_length_5895_cov_3.045719||full
mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full	mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full
mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full	mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full
mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full	mgm4548364.3_d.NODE_3324_length_3121_cov_2.471624||full
mgm4539994.3_d.NODE_701_length_5014_cov_2.555959||full	mgm4548364.3_d.NODE_3324_length_3121_cov_2.471624||full
mgm4539994.3_d.NODE_898_length_4201_cov_2.468886||full	mgm4539994.3_d.NODE_898_length_4201_cov_2.468886||full
mgm4539994.3_d.NODE_898_length_4201_cov_2.468886||full	mgm4539994.3_d.NODE_898_length_4201_cov_2.468886||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	SRR14826641.NODE_13576_length_2017_cov_2.881753||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4539801.3_d.NODE_1631_length_2734_cov_2.722284||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4548364.3_d.NODE_4006_length_2769_cov_2.294399||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4548364.3_d.NODE_4006_length_2769_cov_2.294399||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	mgm4539801.3_d.NODE_1631_length_2734_cov_2.722284||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	SRR14826639.NODE_10492_length_2530_cov_10.218990||full
mgm4539994.3_d.NODE_1110_length_3692_cov_3.301897||full	SRR14826645.NODE_3732_length_2656_cov_5.775471||full
mgm4539994.3_d.NODE_1310_length_3329_cov_2.827428||full	mgm4539994.3_d.NODE_1310_length_3329_cov_2.827428||full
mgm4539994.3_d.NODE_1310_length_3329_cov_2.827428||full	mgm4539994.3_d.NODE_1310_length_3329_cov_2.827428||full
mgm4539994.3_d.NODE_2345_length_2396_cov_3.736865||full	mgm4539994.3_d.NODE_2345_length_2396_cov_3.736865||full
mgm4539994.3_d.NODE_2345_length_2396_cov_3.736865||full	mgm4539994.3_d.NODE_2345_length_2396_cov_3.736865||full
mgm4539994.3_d.NODE_2579_length_2277_cov_2.582808||full	mgm4539994.3_d.NODE_2579_length_2277_cov_2.582808||full
mgm4539994.3_d.NODE_2579_length_2277_cov_2.582808||full	mgm4539994.3_d.NODE_2579_length_2277_cov_2.582808||full
mgm4539994.3_d.NODE_2579_length_2277_cov_2.582808||full	SRR8735344.NODE_19342_length_2147_cov_2.108031||full
mgm4539994.3_d.NODE_2894_length_2127_cov_3.738417||full	mgm4539994.3_d.NODE_2894_length_2127_cov_3.738417||full
mgm4539994.3_d.NODE_2894_length_2127_cov_3.738417||full	mgm4539994.3_d.NODE_2894_length_2127_cov_3.738417||full
mgm4539994.3_d.NODE_3921_length_1806_cov_2.736722||full	mgm4539994.3_d.NODE_3921_length_1806_cov_2.736722||full
mgm4539994.3_d.NODE_3921_length_1806_cov_2.736722||full	mgm4539994.3_d.NODE_3921_length_1806_cov_2.736722||full
mgm4539994.3_d.NODE_5125_length_1550_cov_3.328428||full	mgm4539994.3_d.NODE_5125_length_1550_cov_3.328428||full
mgm4539994.3_d.NODE_5125_length_1550_cov_3.328428||full	mgm4539994.3_d.NODE_5125_length_1550_cov_3.328428||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4539995.3_d.NODE_671_length_4795_cov_6.254641||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4539995.3_d.NODE_671_length_4795_cov_6.254641||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	SRR14826649.NODE_12676_length_4093_cov_187.114165||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540044.3_d.NODE_18_length_4795_cov_5.409916||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540044.3_d.NODE_18_length_4795_cov_5.409916||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	SRR14826640.NODE_11891_length_2293_cov_55.837355||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540046.3_d.NODE_682_length_4795_cov_31.417722||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540045.3_d.NODE_746_length_4795_cov_20.662869||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540046.3_d.NODE_682_length_4795_cov_31.417722||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540045.3_d.NODE_746_length_4795_cov_20.662869||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	SRR14826646.NODE_9816_length_4795_cov_158.616456||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540053.3_d.NODE_1278_length_4795_cov_13.415190||full
mgm4539994.3_d.NODE_752_length_4795_cov_5.074895||full	mgm4540053.3_d.NODE_1278_length_4795_cov_13.415190||full
mgm4539995.3_d.NODE_226_length_11917_cov_5.681251||full	mgm4539995.3_d.NODE_226_length_11917_cov_5.681251||full
mgm4539995.3_d.NODE_226_length_11917_cov_5.681251||full	mgm4539995.3_d.NODE_226_length_11917_cov_5.681251||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539997.3_d.NODE_2364_length_2266_cov_2.809588||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539997.3_d.NODE_1600_length_2981_cov_2.602871||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539997.3_d.NODE_2364_length_2266_cov_2.809588||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539997.3_d.NODE_1600_length_2981_cov_2.602871||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539996.3_d.NODE_4542_length_1937_cov_10.793305||full
mgm4539995.3_d.NODE_636_length_5027_cov_10.386967||full	mgm4539996.3_d.NODE_4542_length_1937_cov_10.793305||full
