"Contig","AMG_contig_length"
"NODE_22807_length_1601_cov_2.554334||full_4---782---1600---1---ID=175_4;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.552",819
"NODE_21481_length_1675_cov_2.277160||full_2---338---877---1---ID=8_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.506",540
"NODE_15782_length_2127_cov_2.778958||full_3---534---1487----1---ID=17_3;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.441",954
"NODE_17090_length_1998_cov_5.050952||full_1---1---903---1---ID=18_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.409",903
"NODE_88_length_34307_cov_2204.607351||full_18---16441---17790----1---ID=95_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.526",1350
"NODE_5777_length_4520_cov_21.928331||full_1---1---579---1---ID=152_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.456",579
"NODE_9732_length_3096_cov_3.346597||full_3---1738---2835---1---ID=20_3;partial=00;start_type=GTG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.345",1098
"NODE_5251_length_4836_cov_5.939552||full_2---297---1292---1---ID=26_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.447",996
"NODE_4658_length_5258_cov_3.219681||full_7---1127---2113----1---ID=32_7;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.530",987
"NODE_3899_length_5911_cov_5.401469||full_7---4791---5501---1---ID=44_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.615",711
"NODE_1736_length_9707_cov_17.697058||full_2---1405---3111---1---ID=48_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.299",1707
"NODE_412_length_19523_cov_8.024091||full_1---1---1113----1---ID=72_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.555",1113
"NODE_412_length_19523_cov_8.024091||full_5---1899---3362----1---ID=72_5;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.565",1464
"NODE_6200_length_4288_cov_20.845027||full_6---2448---3770----1---ID=80_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.451",1323
"NODE_11782_length_2667_cov_14.590735||full_3---400---996---1---ID=85_3;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.497",597
"NODE_6505_length_4138_cov_11.658339||full_7---3777---4136---1---ID=136_7;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.378",360
"NODE_3756_length_6069_cov_4.839375||full_3---1280---2662---1---ID=161_3;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.499",1383
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_1---1---375----1---ID=18_1;partial=10;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.491",375
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_2---409---543----1---ID=18_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541",135
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_3---557---910----1---ID=18_3;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.579",354
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_4---933---2465----1---ID=18_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.581",1533
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_5---2486---3235----1---ID=18_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.512",750
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_6---3273---5399----1---ID=18_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531",2127
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_7---5408---6859----1---ID=18_7;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.530",1452
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_8---6846---7277----1---ID=18_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.465",432
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_9---7270---8664----1---ID=18_9;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.523",1395
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_10---8657---9532----1---ID=18_10;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.559",876
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_11---9529---10056----1---ID=18_11;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.492",528
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_12---10138---10941----1---ID=18_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552",804
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_13---10946---11782----1---ID=18_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.528",837
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_14---11779---12249----1---ID=18_14;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.522",471
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_15---12273---12680----1---ID=18_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.547",408
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_16---12782---13462----1---ID=18_16;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.524",681
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_17---13452---13568----1---ID=18_17;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.496",117
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_18---13565---13990----1---ID=18_18;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.538",426
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_19---13987---14145----1---ID=18_19;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.597",159
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_20---14146---14922----1---ID=18_20;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.582",777
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_21---14888---15466----1---ID=18_21;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.549",579
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_22---15608---16057----1---ID=18_22;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.600",450
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_23---16054---16287----1---ID=18_23;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.560",234
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_24---16275---16532----1---ID=18_24;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.523",258
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_25---16534---16791----1---ID=18_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.547",258
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_26---16795---17130----1---ID=18_26;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.580",336
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_27---17127---17771----1---ID=18_27;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.577",645
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_28---17768---17884----1---ID=18_28;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.573",117
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_29---17892---18113----1---ID=18_29;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.599",222
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_30---18110---18769----1---ID=18_30;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.591",660
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_31---18785---19006----1---ID=18_31;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.541",222
"NODE_288_length_22553_cov_6.904214||full_1-1-19739/22552_32---19020---19739----1---ID=18_32;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.540",720
"NODE_866_length_14177_cov_35.761648||full_18---13394---14152---1---ID=23_18;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.580",759
"NODE_17593_length_1955_cov_10.048421||full_1---1---249---1---ID=109_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.474",249
"NODE_784_length_14942_cov_16.360583||full_13---6966---8753----1---ID=136_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.587",1788
"NODE_554_length_17449_cov_24.498103||full_4---1236---1874---1---ID=158_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516",639
"NODE_554_length_17449_cov_24.498103||full_16---8740---10017---1---ID=158_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.486",1278
"NODE_554_length_17449_cov_24.498103||full_17---10004---11332---1---ID=158_17;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.503",1329
"NODE_4911_length_5076_cov_40.598686||full_1---1---1638----1---ID=173_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.529",1638
"NODE_4911_length_5076_cov_40.598686||full_3---2203---3024----1---ID=173_3;partial=00;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.568",822
"NODE_23078_length_1586_cov_6.810581||full_1---1---453---1---ID=186_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.517",453
"NODE_13_length_56030_cov_47.409862||full_55---38527---39744----1---ID=220_55;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.572",1218
"NODE_13_length_56030_cov_47.409862||full_58---40954---42096----1---ID=220_58;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.489",1143
"NODE_13_length_56030_cov_47.409862||full_64---45143---45793----1---ID=220_64;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.558",651
"NODE_11282_length_2761_cov_3.565780||full_1---1---816----1---ID=31_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.479",816
"NODE_1853_length_9332_cov_7.154145||full_8---3210---4298----1---ID=95_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.554",1089
"NODE_457_length_18769_cov_14.172277||full_27---13066---14439---1---ID=100_27;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.699",1374
"NODE_21962_length_1648_cov_2.334589||full_1---1---603---1---ID=176_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.391",603
"NODE_8499_length_3408_cov_19.287205||full_2---145---2265----1---ID=78_2;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.579",2121
"NODE_57_length_38360_cov_9.704347||full_46---34017---35168---1---ID=96_46;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.551",1152
"NODE_5428_length_4730_cov_5.008770||full_4---1932---2828----1---ID=107_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.385",897
"NODE_23977_length_1540_cov_3.088889||full_3---222---1235---1---ID=200_3;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.579",1014
"NODE_8440_length_3428_cov_4.119478||full_1---1---1161---1---ID=36_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601",1161
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_1---1---252---1---ID=51_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.536",252
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_2---650---799----1---ID=51_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.493",150
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_3---796---996----1---ID=51_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.507",201
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_4---993---2792----1---ID=51_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.549",1800
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_5---2776---3996----1---ID=51_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.499",1221
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_6---4282---4674----1---ID=51_6;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.473",393
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_7---4664---4957----1---ID=51_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.531",294
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_8---4950---5261----1---ID=51_8;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.490",312
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_9---5248---5577----1---ID=51_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.509",330
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_10---5578---6420----1---ID=51_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.516",843
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_11---6425---7558----1---ID=51_11;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.538",1134
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_12---7551---7964----1---ID=51_12;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.534",414
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_13---7961---8323----1---ID=51_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.534",363
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_14---8346---9101----1---ID=51_14;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.493",756
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_15---9114---9692----1---ID=51_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.520",579
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_16---9708---12056----1---ID=51_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.551",2349
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_17---12145---12390---1---ID=51_17;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.467",246
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_18---12614---12973----1---ID=51_18;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.544",360
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_19---13010---13447----1---ID=51_19;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.532",438
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_20---13467---14912----1---ID=51_20;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.541",1446
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_21---14913---15176----1---ID=51_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.564",264
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_22---15166---15687----1---ID=51_22;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.511",522
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_23---15691---16182----1---ID=51_23;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573",492
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_24---16184---16606----1---ID=51_24;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.539",423
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_25---16673---17563----1---ID=51_25;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.542",891
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_26---17588---18031----1---ID=51_26;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.572",444
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_27---18039---19076----1---ID=51_27;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.548",1038
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_28---19225---19965----1---ID=51_28;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.544",741
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_29---19958---21544----1---ID=51_29;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.548",1587
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_30---21559---23334----1---ID=51_30;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.539",1776
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_31---23321---23890----1---ID=51_31;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.575",570
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_32---23883---24206----1---ID=51_32;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.568",324
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_33---24212---24502----1---ID=51_33;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.509",291
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_34---24515---24991----1---ID=51_34;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.549",477
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_35---25119---25451----1---ID=51_35;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.568",333
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_36---25470---26789----1---ID=51_36;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580",1320
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_37---26782---26919----1---ID=51_37;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587",138
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_38---26933---27310----1---ID=51_38;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.511",378
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_39---27297---27761----1---ID=51_39;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.570",465
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_40---27777---28298----1---ID=51_40;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.546",522
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_41---28549---29520----1---ID=51_41;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.571",972
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_42---29533---31599----1---ID=51_42;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.562",2067
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_43---31622---31843----1---ID=51_43;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.572",222
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_44---31880---32329----1---ID=51_44;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.573",450
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_45---32593---33720----1---ID=51_45;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.582",1128
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_46---33751---33915----1---ID=51_46;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.539",165
"NODE_51_length_40131_cov_10.591227||full_1-1-34505/40128_47---34068---34505---1---ID=51_47;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.507",438
"NODE_1825_length_9428_cov_4.546783||full_6---4520---6079----1---ID=125_6;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;gc_cont=0.501",1560
"NODE_306_length_22155_cov_19.038326||full_2---163---846---1---ID=67_2;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.529",684
"NODE_19602_length_1796_cov_5.237220||full_2---337---1149---1---ID=79_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.538",813
"NODE_11739_length_2673_cov_4.872422||full_2---565---1056---1---ID=85_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.398",492
"NODE_11739_length_2673_cov_4.872422||full_4---1428---2669---1---ID=85_4;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.448",1242
"NODE_78_length_35193_cov_9.919603||full_24---13275---14426---1---ID=96_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.301",1152
"NODE_78_length_35193_cov_9.919603||full_27---16636---18231---1---ID=96_27;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.334",1596
"NODE_78_length_35193_cov_9.919603||full_49---30060---30908---1---ID=96_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.286",849
"NODE_4028_length_5800_cov_7.344473||full_6---5651---5797----1---ID=135_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.381",147
"NODE_94_length_33763_cov_10.341759||full_1---1---168----1---ID=143_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.411",168
"NODE_13747_length_2367_cov_5.981834||full_1---1---351---1---ID=165_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.473",351
"NODE_147_length_29496_cov_7.126049||full_6---4085---4876----1---ID=175_6;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.463",792
"NODE_19462_length_1807_cov_8.410388||full_3---321---1145---1---ID=178_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.531",825
"NODE_19462_length_1807_cov_8.410388||full_4---1132---1803---1---ID=178_4;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.543",672
"NODE_3646_length_6190_cov_23.187449||full_2---692---1612---1---ID=203_2;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.585",921
"NODE_1003_length_13236_cov_21.015932||full_10---2954---4393----1---ID=204_10;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.559",1440
"NODE_1003_length_13236_cov_21.015932||full_20---9831---11162----1---ID=204_20;partial=00;start_type=GTG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.541",1332
"NODE_7376_length_3774_cov_5.967464||full_3---1373---2320----1---ID=16_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.522",948
"NODE_7031_length_3906_cov_4.461179||full_2---343---1476----1---ID=68_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.629",1134
"NODE_7031_length_3906_cov_4.461179||full_4---2898---3905----1---ID=68_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.629",1008
"NODE_3723_length_6119_cov_11.576682||full_4---803---1513----1---ID=73_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644",711
"NODE_18902_length_1849_cov_3.215719||full_1---1---540----1---ID=79_1;partial=10;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.626",540
"NODE_269_length_23505_cov_8.574542||full_28---19071---20282----1---ID=92_28;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.569",1212
"NODE_5217_length_4865_cov_4.533680||full_6---2357---3220----1---ID=102_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.644",864
"NODE_9209_length_3220_cov_8.682464||full_2---541---1848---1---ID=143_2;partial=00;start_type=GTG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.426",1308
"NODE_8615_length_3379_cov_10.734657||full_7---2575---3282----1---ID=145_7;partial=00;start_type=TTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.417",708
"NODE_21286_length_1687_cov_5.058824||full_1---1---588----1---ID=156_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.435",588
