"AMG.KO","metabolism","Sample_id","protein","scaffold","AMG.KO.name","Pfam","Pfam.name","scaffold2","GD","Diet","Group","num_seqs"
"K00390","Energy metabolism","L1EGH020937","NODE_1558_length_6944_cov_5.251851||full_8","NODE_1558_length_6944_cov_5.251851||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1558_length_6944_cov_5.25","D10","FUC","FUC_D10",5160896
"K00390","Energy metabolism","L1EGH020944","NODE_88_length_35667_cov_36.184067||full_27","NODE_88_length_35667_cov_36.184067||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_88_length_35667_cov_36.18","D14","FUC","FUC_D14",8504684
"K00390","Energy metabolism","L1EGH020942","NODE_4360_length_4382_cov_4.085278||full_1","NODE_4360_length_4382_cov_4.085278||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_4360_length_4382_cov_4.08","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EHE1100156","NODE_9129_length_2425_cov_3.232489||full_3","NODE_9129_length_2425_cov_3.232489||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_9129_length_2425_cov_3.23","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1HGH010562","NODE_797_length_9348_cov_13.026794||full_8","NODE_797_length_9348_cov_13.026794||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_797_length_9348_cov_13.02","D10","CON","CON_D10",3496439
"K00390","Energy metabolism","L1EGH020934","NODE_2496_length_5852_cov_8.626703||full_12","NODE_2496_length_5852_cov_8.626703||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_2496_length_5852_cov_8.62","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EHE1100156","NODE_306_length_16917_cov_46.454928||full_3","NODE_306_length_16917_cov_46.454928||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_306_length_16917_cov_46.4","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1EHE1100152","NODE_22772_length_1207_cov_5.222222||full_2","NODE_22772_length_1207_cov_5.222222||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_22772_length_1207_cov_5.2","D10","HFD","HFD_D10",5747820
"K00390","Energy metabolism","L1HGH010572","NODE_7001_length_2278_cov_3.488079||full_2","NODE_7001_length_2278_cov_3.488079||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_7001_length_2278_cov_3.48","D18","CON","CON_D18",2905693
"K00390","Energy metabolism","L1EGH020937","NODE_5145_length_2812_cov_4.791440||full_1","NODE_5145_length_2812_cov_4.791440||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5145_length_2812_cov_4.79","D10","FUC","FUC_D10",5160896
"K00390","Energy metabolism","L1EHE1100152","NODE_961_length_7407_cov_10.845484||full_12","NODE_961_length_7407_cov_10.845484||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_961_length_7407_cov_10.84","D10","HFD","HFD_D10",5747820
"K00390","Energy metabolism","L1HGH010568","NODE_2876_length_6457_cov_25.369572||full_2","NODE_2876_length_6457_cov_25.369572||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2876_length_6457_cov_25.3","D14","CON","CON_D14",4271223
"K00390","Energy metabolism","L1EHE1100147","NODE_15802_length_2186_cov_6.871891||full_1","NODE_15802_length_2186_cov_6.871891||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_15802_length_2186_cov_6.8","D0","HFD","HFD_D0",8310904
"K00390","Energy metabolism","L1EGH020942","NODE_17262_length_1695_cov_5.151829||full_2","NODE_17262_length_1695_cov_5.151829||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_17262_length_1695_cov_5.1","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EHE1100149","NODE_2731_length_4070_cov_409.769365||full_4","NODE_2731_length_4070_cov_409.769365||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF11922.8","Domain of unknown function (DUF3440)","NODE_2731_length_4070_cov_409.","D10","HFD","HFD_D10",7600927
"K00390","Energy metabolism","L1EHE1100147","NODE_8011_length_3737_cov_43.282184||full_2","NODE_8011_length_3737_cov_43.282184||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF11922.8","Domain of unknown function (DUF3440)","NODE_8011_length_3737_cov_43.2","D0","HFD","HFD_D0",8310904
"K00390","Energy metabolism","L1EGH020932","NODE_1426_length_9180_cov_8.963726||full_5","NODE_1426_length_9180_cov_8.963726||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1426_length_9180_cov_8.96","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1EHE1100148","NODE_59_length_43690_cov_14.983179||full_1 10150-43687/43687_49","NODE_59_length_43690_cov_14.983179||full_1 10150-43687/43687","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_59_length_43690_cov_14.98","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EGH020949","NODE_238_length_11341_cov_4.865497||full_2","NODE_238_length_11341_cov_4.865497||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_238_length_11341_cov_4.86","D18","FUC","FUC_D18",12447007
"K00390","Energy metabolism","L1EHE1100153","NODE_3675_length_2840_cov_4.343627||full_1","NODE_3675_length_2840_cov_4.343627||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3675_length_2840_cov_4.34","D10","HFD","HFD_D10",11193366
"K00390","Energy metabolism","L1HGH010557","NODE_5954_length_2499_cov_7.725859||full_3","NODE_5954_length_2499_cov_7.725859||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5954_length_2499_cov_7.72","D0","CON","CON_D0",3289088
"K00390","Energy metabolism","L1EGH020932","NODE_6210_length_3957_cov_11.270887||full_2","NODE_6210_length_3957_cov_11.270887||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_6210_length_3957_cov_11.2","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1EGH020939","NODE_5955_length_4423_cov_7.032280||full_6","NODE_5955_length_4423_cov_7.032280||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5955_length_4423_cov_7.03","D10","FUC","FUC_D10",3309510
"K00390","Energy metabolism","L1EGH020934","NODE_1030_length_9352_cov_9.649995||full_11","NODE_1030_length_9352_cov_9.649995||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1030_length_9352_cov_9.64","D0","FUC","FUC_D0",9033759
"K00390","Energy metabolism","L1EGH020932","NODE_2622_length_6584_cov_10.135090||full_6","NODE_2622_length_6584_cov_10.135090||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2622_length_6584_cov_10.1","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1HGH010557","NODE_14536_length_1373_cov_2.292109||full_4","NODE_14536_length_1373_cov_2.292109||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_14536_length_1373_cov_2.2","D0","CON","CON_D0",3289088
"K00390","Energy metabolism","L1EGH020937","NODE_6616_length_2256_cov_21.236256||full_1","NODE_6616_length_2256_cov_21.236256||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_6616_length_2256_cov_21.2","D10","FUC","FUC_D10",5160896
"K00390","Energy metabolism","L1EHE1100150","NODE_427_length_14126_cov_6.111932||full_7","NODE_427_length_14126_cov_6.111932||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_427_length_14126_cov_6.11","D10","HFD","HFD_D10",2197362
"K00390","Energy metabolism","L1HGH010565","NODE_3655_length_4093_cov_4.928430||full_2","NODE_3655_length_4093_cov_4.928430||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3655_length_4093_cov_4.92","D10","CON","CON_D10",12598477
"K00390","Energy metabolism","L1EGH020933","NODE_231_length_22155_cov_6.858416||full_26","NODE_231_length_22155_cov_6.858416||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_231_length_22155_cov_6.85","D0","FUC","FUC_D0",11806630
"K00390","Energy metabolism","L1HGH010557","NODE_577_length_11857_cov_7.453313||full_11","NODE_577_length_11857_cov_7.453313||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_577_length_11857_cov_7.45","D0","CON","CON_D0",3289088
"K00390","Energy metabolism","L1EGH020938","NODE_12734_length_1651_cov_2.503133||full_2","NODE_12734_length_1651_cov_2.503133||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_12734_length_1651_cov_2.5","D10","FUC","FUC_D10",3904971
"K00390","Energy metabolism","L1EHE1100150","NODE_605_length_11969_cov_7.047675||full_11","NODE_605_length_11969_cov_7.047675||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_605_length_11969_cov_7.04","D10","HFD","HFD_D10",2197362
"K00390","Energy metabolism","L1HGH010573","NODE_9328_length_3563_cov_3.225485||full_1","NODE_9328_length_3563_cov_3.225485||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_9328_length_3563_cov_3.22","D18","CON","CON_D18",9970469
"K00390","Energy metabolism","L1HGH010566","NODE_3549_length_4838_cov_7.383860||full_5","NODE_3549_length_4838_cov_7.383860||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_3549_length_4838_cov_7.38","D10","CON","CON_D10",14405965
"K00390","Energy metabolism","L1HGH010575","NODE_1093_length_8849_cov_5.992267||full_2","NODE_1093_length_8849_cov_5.992267||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1093_length_8849_cov_5.99","D18","CON","CON_D18",4571909
"K00390","Energy metabolism","L1EGH020932","NODE_25636_length_1489_cov_11.771967||full_4","NODE_25636_length_1489_cov_11.771967||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_25636_length_1489_cov_11.","D0","FUC","FUC_D0",5671704
"K00390","Energy metabolism","L1HGH010557","NODE_13776_length_1421_cov_2.779649||full_3","NODE_13776_length_1421_cov_2.779649||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_13776_length_1421_cov_2.7","D0","CON","CON_D0",3289088
"K00390","Energy metabolism","L1HGH010570","NODE_19_length_50255_cov_89.647928||full_1 15999-49486/49486_1","NODE_19_length_50255_cov_89.647928||full_1 15999-49486/49486","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_19_length_50255_cov_89.64","D14","CON","CON_D14",5615729
"K00390","Energy metabolism","L1EGH020950","NODE_645_length_4764_cov_3.782544||full_5","NODE_645_length_4764_cov_3.782544||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_645_length_4764_cov_3.782","D18","FUC","FUC_D18",10324923
"K00390","Energy metabolism","L1EGH020944","NODE_2311_length_7149_cov_56.691570||full_2","NODE_2311_length_7149_cov_56.691570||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2311_length_7149_cov_56.6","D14","FUC","FUC_D14",8504684
"K00390","Energy metabolism","L1EHE1100156","NODE_3141_length_4942_cov_14.952732||full_4","NODE_3141_length_4942_cov_14.952732||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3141_length_4942_cov_14.9","D14","HFD","HFD_D14",3688255
"K00390","Energy metabolism","L1HGH010559","NODE_8396_length_3329_cov_5.039401||full_1","NODE_8396_length_3329_cov_5.039401||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_8396_length_3329_cov_5.03","D0","CON","CON_D0",1732889
"K00390","Energy metabolism","L1EHE1100145","NODE_5772_length_1968_cov_4.290120||full_4","NODE_5772_length_1968_cov_4.290120||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5772_length_1968_cov_4.29","D0","HFD","HFD_D0",12059949
"K00390","Energy metabolism","L1HGH010577","NODE_1940_length_9353_cov_23.558615||full_8","NODE_1940_length_9353_cov_23.558615||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1940_length_9353_cov_23.5","D18","CON","CON_D18",7933325
"K00390","Energy metabolism","L1EGH020944","NODE_7362_length_2712_cov_3.579977||full_1","NODE_7362_length_2712_cov_3.579977||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_7362_length_2712_cov_3.57","D14","FUC","FUC_D14",8504684
"K00390","Energy metabolism","L1EGH020950","NODE_897_length_4017_cov_3.240535||full_1","NODE_897_length_4017_cov_3.240535||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_897_length_4017_cov_3.240","D18","FUC","FUC_D18",10324923
"K00390","Energy metabolism","L1EGH020942","NODE_295_length_19951_cov_15.726679||full_2","NODE_295_length_19951_cov_15.726679||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_295_length_19951_cov_15.7","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EGH020935","NODE_9584_length_2319_cov_5.489841||full_3","NODE_9584_length_2319_cov_5.489841||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_9584_length_2319_cov_5.48","D0","FUC","FUC_D0",6954542
"K00390","Energy metabolism","L1EHE1100150","NODE_112_length_28649_cov_11.372176||full_6","NODE_112_length_28649_cov_11.372176||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_112_length_28649_cov_11.3","D10","HFD","HFD_D10",2197362
"K00390","Energy metabolism","L1HGH010566","NODE_2894_length_5520_cov_15.647575||full_8","NODE_2894_length_5520_cov_15.647575||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_2894_length_5520_cov_15.6","D10","CON","CON_D10",14405965
"K00390","Energy metabolism","L1EGH020938","NODE_2803_length_4606_cov_11.785322||full_3","NODE_2803_length_4606_cov_11.785322||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2803_length_4606_cov_11.7","D10","FUC","FUC_D10",3904971
"K00390","Energy metabolism","L1HGH010574","NODE_1542_length_10167_cov_8.642603||full_2","NODE_1542_length_10167_cov_8.642603||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1542_length_10167_cov_8.6","D18","CON","CON_D18",2433274
"K00390","Energy metabolism","L1HGH010573","NODE_134_length_32750_cov_22.223520||full_44","NODE_134_length_32750_cov_22.223520||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_134_length_32750_cov_22.2","D18","CON","CON_D18",9970469
"K00390","Energy metabolism","L1EHE1100148","NODE_26089_length_1351_cov_3.001543||full_1","NODE_26089_length_1351_cov_3.001543||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_26089_length_1351_cov_3.0","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1EGH020938","NODE_197_length_18072_cov_6.031137||full_15","NODE_197_length_18072_cov_6.031137||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_197_length_18072_cov_6.03","D10","FUC","FUC_D10",3904971
"K00390","Energy metabolism","L1EHE1100148","NODE_4961_length_5013_cov_24.928600||full_1","NODE_4961_length_5013_cov_24.928600||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_4961_length_5013_cov_24.9","D10","HFD","HFD_D10",4836085
"K00390","Energy metabolism","L1HGH010566","NODE_3445_length_4947_cov_43.707073||full_8","NODE_3445_length_4947_cov_43.707073||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3445_length_4947_cov_43.7","D10","CON","CON_D10",14405965
"K00390","Energy metabolism","L1HGH010573","NODE_18_length_58339_cov_8.777778||full_43","NODE_18_length_58339_cov_8.777778||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_18_length_58339_cov_8.777","D18","CON","CON_D18",9970469
"K00390","Energy metabolism","L1EGH020942","NODE_2533_length_6261_cov_3.601192||full_7","NODE_2533_length_6261_cov_3.601192||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_2533_length_6261_cov_3.60","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EGH020938","NODE_5516_length_2968_cov_2.813938||full_5","NODE_5516_length_2968_cov_2.813938||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_5516_length_2968_cov_2.81","D10","FUC","FUC_D10",3904971
"K00390","Energy metabolism","L1HGH010574","NODE_5210_length_4656_cov_4.618779||full_5","NODE_5210_length_4656_cov_4.618779||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_5210_length_4656_cov_4.61","D18","CON","CON_D18",2433274
"K00390","Energy metabolism","L1EGH020941","NODE_3756_length_6069_cov_4.839375||full_3","NODE_3756_length_6069_cov_4.839375||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_3756_length_6069_cov_4.83","D10","FUC","FUC_D10",6503397
"K00390","Energy metabolism","L1EGH020951","NODE_9539_length_1891_cov_5.253268||full_1","NODE_9539_length_1891_cov_5.253268||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_9539_length_1891_cov_5.25","D18","FUC","FUC_D18",5400186
"K00390","Energy metabolism","L1HGH010577","NODE_3134_length_6940_cov_5.802469||full_4","NODE_3134_length_6940_cov_5.802469||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_3134_length_6940_cov_5.80","D18","CON","CON_D18",7933325
"K00390","Energy metabolism","L1EGH020939","NODE_5408_length_4726_cov_4.439306||full_12","NODE_5408_length_4726_cov_4.439306||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5408_length_4726_cov_4.43","D10","FUC","FUC_D10",3309510
"K00390","Energy metabolism","L1EHE1100151","NODE_12_length_41317_cov_21.644491||full_1 8284-41059/41059_5","NODE_12_length_41317_cov_21.644491||full_1 8284-41059/41059","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_12_length_41317_cov_21.64","D10","HFD","HFD_D10",7766878
"K00390","Energy metabolism","L1HGH010568","NODE_4195_length_4811_cov_45.547098||full_2","NODE_4195_length_4811_cov_45.547098||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_4195_length_4811_cov_45.5","D14","CON","CON_D14",4271223
"K00390","Energy metabolism","L1HGH010565","NODE_84_length_28211_cov_7.864647||full_1 1-23563/27720_7","NODE_84_length_28211_cov_7.864647||full_1 1-23563/27720","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_84_length_28211_cov_7.864","D10","CON","CON_D10",12598477
"K00390","Energy metabolism","L1EGH020942","NODE_17961_length_1645_cov_3.287421||full_3","NODE_17961_length_1645_cov_3.287421||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_17961_length_1645_cov_3.2","D14","FUC","FUC_D14",6297602
"K00390","Energy metabolism","L1EGH020951","NODE_5296_length_2919_cov_9.032123||full_8","NODE_5296_length_2919_cov_9.032123||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_5296_length_2919_cov_9.03","D18","FUC","FUC_D18",5400186
"K00390","Energy metabolism","L1EHE1100151","NODE_1913_length_3848_cov_4.272344||full_4","NODE_1913_length_3848_cov_4.272344||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1913_length_3848_cov_4.27","D10","HFD","HFD_D10",7766878
"K00390","Energy metabolism","L1HGH010576","NODE_4251_length_4226_cov_3.737953||full_6","NODE_4251_length_4226_cov_3.737953||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_4251_length_4226_cov_3.73","D18","CON","CON_D18",1348974
"K00390","Energy metabolism","L1HGH010561","NODE_11389_length_2991_cov_4.005109||full_8","NODE_11389_length_2991_cov_4.005109||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_11389_length_2991_cov_4.0","D0","CON","CON_D0",5555870
"K00390","Energy metabolism","L1EGH020941","NODE_13_length_56030_cov_47.409862||full_58","NODE_13_length_56030_cov_47.409862||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_13_length_56030_cov_47.40","D10","FUC","FUC_D10",6503397
"K00390","Energy metabolism","L1HGH010573","NODE_8019_length_3997_cov_8.400051||full_8","NODE_8019_length_3997_cov_8.400051||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_8019_length_3997_cov_8.40","D18","CON","CON_D18",9970469
"K00390","Energy metabolism","L1HGH010569","NODE_3755_length_3324_cov_7.540838||full_4","NODE_3755_length_3324_cov_7.540838||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_3755_length_3324_cov_7.54","D14","CON","CON_D14",7575629
"K00390","Energy metabolism","L1EHE1100146","NODE_2477_length_3697_cov_5.722131||full_3","NODE_2477_length_3697_cov_5.722131||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2477_length_3697_cov_5.72","D0","HFD","HFD_D0",9341696
"K00390","Energy metabolism","L1EGH020945","NODE_392_length_13505_cov_17.724610||full_14","NODE_392_length_13505_cov_17.724610||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","","","NODE_392_length_13505_cov_17.7","D14","FUC","FUC_D14",8434433
"K00390","Energy metabolism","L1EHE1100151","NODE_1083_length_5289_cov_5.901796||full_3","NODE_1083_length_5289_cov_5.901796||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1083_length_5289_cov_5.90","D10","HFD","HFD_D10",7766878
"K00390","Energy metabolism","L1EGH020939","NODE_1857_length_9361_cov_25.239201||full_8","NODE_1857_length_9361_cov_25.239201||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_1857_length_9361_cov_25.2","D10","FUC","FUC_D10",3309510
"K00390","Energy metabolism","L1HGH010569","NODE_2575_length_4375_cov_11.995370||full_3","NODE_2575_length_4375_cov_11.995370||full","cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]","PF01507.19","Phosphoadenosine phosphosulfate reductase family","NODE_2575_length_4375_cov_11.9","D14","CON","CON_D14",7575629
